host_id,ts,n_flows,n_distinct_ports,n_distinct_dsts,total_bytes,mean_duration,failed_logins,top_service,n_alerts,attack_family,label
h059,2024-03-02 11:00:00,14,4,6,54708,0.5472538122192004,0,http,0,benign,0
h000,2024-03-02 12:00:00,16,5,6,80455,0.4601342554047114,1,http,0,benign,0
h001,2024-03-02 12:00:00,10,4,8,39892,0.36554468280117236,0,http,0,benign,0
h002,2024-03-02 12:00:00,6,2,2,2705827,9.522473524762695,0,ssh,1,benign,0
h003,2024-03-02 12:00:00,10,3,6,32983,0.5099558732146919,1,http,0,benign,0
h004,2024-03-02 12:00:00,14,4,7,17858,0.8165195451779413,0,http,0,benign,0
h005,2024-03-02 12:00:00,7,4,5,12349,0.4695571555484171,0,http,0,benign,0
h006,2024-03-02 12:00:00,2,2,2,2312,0.8925901820482766,0,smtp,0,benign,0
h007,2024-03-02 12:00:00,14,5,7,40854,1.0424266667664066,0,http,0,benign,0
h008,2024-03-02 12:00:00,22,5,8,96447,0.3826771603062104,0,http,0,benign,0
h009,2024-03-02 12:00:00,3,2,3,3370,0.6678477750713477,0,http,0,benign,0
h010,2024-03-02 12:00:00,13,4,7,40207,0.6434870857028101,0,http,0,benign,0
h011,2024-03-02 12:00:00,20,5,7,112188,0.6591793158649126,1,http,0,benign,0
h012,2024-03-02 12:00:00,4,2,2,2197781,26.960022779463745,0,http,0,benign,0
h013,2024-03-02 12:00:00,7,3,4,30963,0.6346801775586383,0,http,0,benign,0
h014,2024-03-02 12:00:00,26,5,8,108723,0.3811399209073826,0,http,0,benign,0
h015,2024-03-02 12:00:00,10,3,6,25948,0.6035407290079704,0,http,0,benign,0
h016,2024-03-02 12:00:00,4,3,4,27682,0.36636879048798154,0,http,0,benign,0
h017,2024-03-02 12:00:00,16,4,6,74497,0.3890494138563175,0,http,0,benign,0
h018,2024-03-02 12:00:00,25,4,8,97121,0.8123850708418608,1,http,0,benign,0
h019,2024-03-02 12:00:00,14,3,8,25039,0.5209922071476503,0,http,0,benign,0
h020,2024-03-02 12:00:00,17,5,8,62971,0.4851840650672396,0,http,1,benign,0
h021,2024-03-02 12:00:00,15,5,8,23756,0.5801991142986191,0,http,0,benign,0
h022,2024-03-02 12:00:00,56,1,3,10209,0.2249666994940453,55,ssh,0,benign,0
h023,2024-03-02 12:00:00,52,5,8,230822,0.566098145661186,0,http,0,benign,0
h024,2024-03-02 12:00:00,14,3,6,54715,1.0612142989027995,0,http,0,benign,0
h025,2024-03-02 12:00:00,7,3,5,38731,0.523259862832239,0,http,0,benign,0
h026,2024-03-02 12:00:00,33,5,8,146735,0.5939266506927038,0,http,0,benign,0
h027,2024-03-02 12:00:00,83,76,58,4853,0.06724963824290117,0,other,1,portscan,1
h028,2024-03-02 12:00:00,28,5,8,139790,0.5497602917854071,0,http,0,benign,0
h029,2024-03-02 12:00:00,19,4,8,75996,0.5180372409168166,1,http,0,benign,0
h030,2024-03-02 12:00:00,9,4,6,35258,0.5035657972671164,0,http,0,benign,0
h031,2024-03-02 12:00:00,9,3,5,54090,0.42880945639156054,0,http,0,benign,0
h032,2024-03-02 12:00:00,23,5,8,113670,0.7092576637625233,0,http,0,benign,0
h033,2024-03-02 12:00:00,4,3,4,59180,0.31731334195707095,0,http,0,benign,0
h034,2024-03-02 12:00:00,8,4,6,32616,0.18644164115522954,0,http,0,benign,0
h035,2024-03-02 12:00:00,15,5,7,42458,0.695162148267459,0,http,0,benign,0
h036,2024-03-02 12:00:00,18,4,8,38420,0.5140046871623025,0,http,0,benign,0
h037,2024-03-02 12:00:00,18,5,7,96556,0.5292333482712573,0,http,0,benign,0
h038,2024-03-02 12:00:00,33,5,8,161809,0.43233517377381786,0,http,0,benign,0
h039,2024-03-02 12:00:00,32,1,3,4712,0.24651408885996778,24,ssh,1,bruteforce,1
h040,2024-03-02 12:00:00,2,1,2,6745,2.7142379038964184,0,http,0,benign,0
h041,2024-03-02 12:00:00,3,3,2,4112,0.5541516573691979,0,http,0,benign,0
h042,2024-03-02 12:00:00,9,4,5,58429,0.22951619282495894,0,http,0,benign,0
h043,2024-03-02 12:00:00,5,2,3,5290,1.1835113570684357,0,http,0,benign,0
h044,2024-03-02 12:00:00,15,5,6,115860,0.4090042357538019,0,http,0,benign,0
h045,2024-03-02 12:00:00,21,5,8,63939,0.418309151034938,0,http,0,benign,0
h046,2024-03-02 12:00:00,8,3,4,50674,0.589361754811531,0,http,0,benign,0
h047,2024-03-02 12:00:00,2,2,2,7756,0.1691566896021321,0,http,0,benign,0
h048,2024-03-02 12:00:00,17,5,8,28441,0.6089575879787028,0,http,0,benign,0
h049,2024-03-02 12:00:00,67,1,3,10404,0.2647334096959954,61,ssh,0,benign,0
h050,2024-03-02 12:00:00,8,4,6,52253,0.3262452471214297,0,http,0,benign,0
h051,2024-03-02 12:00:00,133,125,86,9080,0.050305641349099074,0,other,1,portscan,1
h052,2024-03-02 12:00:00,14,4,6,25963,0.6181012930693378,0,http,0,benign,0
h053,2024-03-02 12:00:00,10,3,5,31926,0.5663851775632798,0,http,0,benign,0
h054,2024-03-02 12:00:00,15,4,7,145703,0.9997290522639025,0,http,0,benign,0
h055,2024-03-02 12:00:00,16,4,8,86617,0.886526740426121,0,http,0,benign,0
h056,2024-03-02 12:00:00,19,5,7,76672,0.6124607479317322,0,http,0,benign,0
h057,2024-03-02 12:00:00,11,2,7,32753,0.2246458355978839,1,http,0,benign,0
h058,2024-03-02 12:00:00,5,3,5,20175,0.8615015932987834,0,http,0,benign,0
h059,2024-03-02 12:00:00,153,143,106,9441,0.054612469064182344,0,other,1,portscan,1
h000,2024-03-02 13:00:00,10,4,6,25264,0.2259634185741699,0,http,0,benign,0
h001,2024-03-02 13:00:00,9,4,6,42885,0.5079838707785185,0,http,0,benign,0
h002,2024-03-02 13:00:00,28,5,8,155582,0.5293663345057448,0,http,0,benign,0
h003,2024-03-02 13:00:00,11,3,6,18751,0.7071323898944295,0,http,0,benign,0
h004,2024-03-02 13:00:00,16,5,7,45966,0.4853130274651668,1,http,0,benign,0
h005,2024-03-02 13:00:00,6,3,4,16704,0.46568277832744037,0,http,0,benign,0
h006,2024-03-02 13:00:00,11,3,7,100574,0.4358554402661711,1,http,0,benign,0
h007,2024-03-02 13:00:00,7,3,4,19643,0.6759006505110304,0,http,0,benign,0
h008,2024-03-02 13:00:00,2,1,1,522757,25.849758488787483,0,http,1,exfil,1
h009,2024-03-02 13:00:00,9,2,6,20592,0.8265877423726731,0,http,0,benign,0
h010,2024-03-02 13:00:00,11,4,6,30891,0.9830774414875102,0,http,0,benign,0
h011,2024-03-02 13:00:00,38,5,8,102789,0.6232884904622423,0,http,0,benign,0
h012,2024-03-02 13:00:00,8,4,6,22756,0.5010894172671563,0,http,0,benign,0
h013,2024-03-02 13:00:00,5,3,5,6952,0.8126507943626727,0,dns,1,benign,0
h014,2024-03-02 13:00:00,15,3,7,49803,1.0705529500620314,0,http,0,benign,0
h015,2024-03-02 13:00:00,51,47,28,166354,0.6518954414699444,0,other,0,benign,0
h016,2024-03-02 13:00:00,22,4,8,117674,0.7814675081111063,1,http,0,benign,0
h017,2024-03-02 13:00:00,24,5,7,107624,0.42870612125455265,0,http,0,benign,0
h018,2024-03-02 13:00:00,38,5,8,160854,0.4516180284614755,0,http,0,benign,0
h019,2024-03-02 13:00:00,17,5,7,49478,0.9627239923679146,0,http,0,benign,0
h020,2024-03-02 13:00:00,4,2,4,12848,0.23362856461084192,0,http,0,benign,0
h021,2024-03-02 13:00:00,4,1,2,1611828,9.33370764758694,0,http,0,benign,0
h022,2024-03-02 13:00:00,5,2,5,7462,0.47556556513201037,0,http,0,benign,0
h023,2024-03-02 13:00:00,43,5,7,199455,1.0926174352690845,0,http,0,benign,0
h024,2024-03-02 13:00:00,32,5,8,75288,0.7563979806366837,0,http,0,benign,0
h025,2024-03-02 13:00:00,19,4,6,83941,0.818172702839898,0,http,0,benign,0
h026,2024-03-02 13:00:00,3,2,3,9700,0.8288328245139418,0,http,0,benign,0
h027,2024-03-02 13:00:00,9,4,5,34936,0.48597823342374125,0,http,0,benign,0
h028,2024-03-02 13:00:00,10,4,4,36789,0.573402547050984,0,http,0,benign,0
h029,2024-03-02 13:00:00,24,5,8,48412,0.5085484074470179,0,http,0,benign,0
h030,2024-03-02 13:00:00,7,3,6,23152,0.3274408613771107,0,http,0,benign,0
h031,2024-03-02 13:00:00,79,72,51,6028,0.06018077455069113,0,other,1,portscan,1
h032,2024-03-02 13:00:00,22,5,7,84695,0.5262713058192996,0,http,0,benign,0
h033,2024-03-02 13:00:00,5,3,3,16443,0.41974162559916833,0,dns,0,benign,0
h034,2024-03-02 13:00:00,38,5,8,240412,0.7036893407844245,1,http,0,benign,0
h035,2024-03-02 13:00:00,5,1,2,2545963,14.404433438893872,0,ssh,0,benign,0
h036,2024-03-02 13:00:00,7,3,5,26448,0.4403592687622578,0,http,0,benign,0
h037,2024-03-02 13:00:00,6,4,5,27047,0.7319610493650949,0,http,0,benign,0
h038,2024-03-02 13:00:00,22,4,8,54129,0.9205962128867959,1,http,0,benign,0
h039,2024-03-02 13:00:00,5,3,4,3991,0.20583851534253586,0,http,0,benign,0
h040,2024-03-02 13:00:00,15,4,7,69647,0.6499390594940591,0,http,0,benign,0
h041,2024-03-02 13:00:00,4,3,3,11234,0.5627931017497937,0,http,0,benign,0
h042,2024-03-02 13:00:00,5,2,3,22361,0.43156693924372813,0,http,0,benign,0
h043,2024-03-02 13:00:00,4,3,3,122515,0.5127190795315558,0,http,0,benign,0
h044,2024-03-02 13:00:00,3,3,2,2298,0.17105312756221977,0,smtp,0,benign,0
h045,2024-03-02 13:00:00,40,39,29,83245,0.8971297218511827,0,other,0,benign,0
h046,2024-03-02 13:00:00,15,4,7,87847,0.4692145060107332,0,http,0,benign,0
h047,2024-03-02 13:00:00,3,2,2,1815,1.5570130192562328,0,http,0,benign,0
h048,2024-03-02 13:00:00,5,3,4,35883,0.3725648155371931,0,http,0,benign,0
h049,2024-03-02 13:00:00,10,2,7,52544,0.4469942161877011,0,http,0,benign,0
h050,2024-03-02 13:00:00,42,40,24,115377,0.925731430912487,0,other,0,benign,0
h051,2024-03-02 13:00:00,5,2,3,14229,0.5682016941953729,0,http,0,benign,0
h052,2024-03-02 13:00:00,33,5,8,161916,0.6278207343759313,1,http,0,benign,0
h053,2024-03-02 13:00:00,9,4,5,10825,0.5355761942696493,0,http,0,benign,0
h054,2024-03-02 13:00:00,6,5,5,15562,0.5407514941231538,1,http,0,benign,0
h055,2024-03-02 13:00:00,23,3,7,105669,0.7273798564352252,1,http,0,benign,0
h056,2024-03-02 13:00:00,12,5,7,30131,0.7869618483740379,0,http,0,benign,0
h057,2024-03-02 13:00:00,15,3,7,27046,1.1740114359183158,1,http,0,benign,0
h058,2024-03-02 13:00:00,13,4,7,39099,0.39264238918269173,1,http,0,benign,0
h059,2024-03-02 13:00:00,14,3,6,33572,0.4347232011074041,0,http,0,benign,0
h000,2024-03-02 14:00:00,3,1,2,1185092,36.3479692596345,0,ssh,0,benign,0
h001,2024-03-02 14:00:00,6,2,5,15847,0.8073072310799135,1,http,0,benign,0
h002,2024-03-02 14:00:00,35,5,8,93138,0.6943016500083149,0,http,0,benign,0
h003,2024-03-02 14:00:00,2,2,1,2115,0.4585459502027535,0,http,0,benign,0
h004,2024-03-02 14:00:00,19,4,6,67642,0.7417479042953745,0,http,0,benign,0
h005,2024-03-02 14:00:00,18,4,8,86900,0.42939344434066773,1,http,0,benign,0
h006,2024-03-02 14:00:00,50,48,28,142962,0.5790094825889375,0,other,0,benign,0
h007,2024-03-02 14:00:00,5,2,1,7291041,31.98850322613179,0,ssh,0,benign,0
h008,2024-03-02 14:00:00,16,4,8,49281,0.762999570935244,1,http,0,benign,0
h009,2024-03-02 14:00:00,4,2,2,1781976,13.794862272735449,0,http,0,benign,0
h010,2024-03-02 14:00:00,3,2,2,12796,0.6238384863227963,0,http,0,benign,0
h011,2024-03-02 14:00:00,31,5,7,85770,0.5434688200188796,3,http,0,benign,0
h012,2024-03-02 14:00:00,27,5,7,135484,0.7438464533209849,0,http,0,benign,0
h013,2024-03-02 14:00:00,5,2,3,9408,0.4061002121772093,0,http,0,benign,0
h014,2024-03-02 14:00:00,10,4,5,85817,0.5404201797875592,0,http,0,benign,0
h015,2024-03-02 14:00:00,4,2,2,6605,0.21380845660922693,0,http,0,benign,0
h016,2024-03-02 14:00:00,4,2,1,699171,18.31978667299433,0,http,0,benign,0
h017,2024-03-02 14:00:00,13,5,6,50584,0.7732895808392996,0,http,0,benign,0
h018,2024-03-02 14:00:00,15,5,6,114764,0.38400824038214665,0,http,0,benign,0
h019,2024-03-02 14:00:00,1,1,1,224524,12.341666825488392,0,ssh,0,benign,0
h020,2024-03-02 14:00:00,4,2,3,5152,1.1335849269415286,0,http,0,benign,0
h021,2024-03-02 14:00:00,18,4,8,108797,0.5314883348618284,0,http,0,benign,0
h022,2024-03-02 14:00:00,5,2,4,31504,0.18025092577812804,0,http,0,benign,0
h023,2024-03-02 14:00:00,10,4,4,16562,0.33842114192890566,0,http,0,benign,0
h024,2024-03-02 14:00:00,12,4,7,92741,0.6288981964822532,0,http,0,benign,0
h025,2024-03-02 14:00:00,11,4,7,40041,0.44808788522876725,0,http,0,benign,0
h026,2024-03-02 14:00:00,4,3,4,4298,0.43123359775355585,0,http,0,benign,0
h027,2024-03-02 14:00:00,34,5,8,139946,0.8387192114224977,0,http,0,benign,0
h028,2024-03-02 14:00:00,8,3,4,22323,0.7712922843739672,0,http,0,benign,0
h029,2024-03-02 14:00:00,4,2,3,15525,0.5039340229312401,1,http,0,benign,0
h030,2024-03-02 14:00:00,11,4,7,93994,1.0288751463938466,0,http,0,benign,0
h031,2024-03-02 14:00:00,8,4,6,36011,0.6569093931769597,0,http,0,benign,0
h032,2024-03-02 14:00:00,15,4,6,32276,0.47774389969078296,0,http,0,benign,0
h033,2024-03-02 14:00:00,14,4,6,50893,0.43539424012350697,0,http,0,benign,0
h034,2024-03-02 14:00:00,17,5,7,93108,0.8920296741500177,1,http,0,benign,0
h035,2024-03-02 14:00:00,4,2,4,31798,0.42664466308059357,0,http,0,benign,0
h036,2024-03-02 14:00:00,13,4,8,43346,0.44686863557760304,0,http,0,benign,0
h037,2024-03-02 14:00:00,6,4,2,13583,1.2506102232326892,0,http,0,benign,0
h038,2024-03-02 14:00:00,4,4,3,6294,0.5851730212488286,0,smtp,0,benign,0
h039,2024-03-02 14:00:00,10,5,6,23602,0.30375992082096287,0,http,0,benign,0
h040,2024-03-02 14:00:00,10,3,6,26491,0.49559576275247375,0,http,0,benign,0
h041,2024-03-02 14:00:00,34,5,7,135727,0.5173996329476493,0,http,0,benign,0
h042,2024-03-02 14:00:00,3,2,3,4585,0.4656339776345986,0,http,0,benign,0
h043,2024-03-02 14:00:00,2,1,2,2781,0.24803477195562418,0,http,0,benign,0
h044,2024-03-02 14:00:00,15,5,6,122599,0.8465774252254064,0,http,0,benign,0
h045,2024-03-02 14:00:00,16,5,7,62711,0.4920401450180141,0,http,0,benign,0
h046,2024-03-02 14:00:00,2,2,2,10996,0.32592893503858644,0,http,0,benign,0
h047,2024-03-02 14:00:00,15,4,8,59575,0.697583702273139,0,http,0,benign,0
h048,2024-03-02 14:00:00,9,3,7,19209,0.8572042545966164,0,http,0,benign,0
h049,2024-03-02 14:00:00,8,3,5,34001,0.5457976224595511,0,http,0,benign,0
h050,2024-03-02 14:00:00,4,2,2,6393,0.492257342666249,0,http,0,benign,0
h051,2024-03-02 14:00:00,2,2,2,6104,0.49336383925005833,0,http,0,benign,0
h052,2024-03-02 14:00:00,39,5,8,112241,0.6120946649152478,0,http,0,benign,0
h053,2024-03-02 14:00:00,14,5,6,45409,0.7953156616356429,0,http,0,benign,0
h054,2024-03-02 14:00:00,15,5,7,44167,0.6015636711082061,0,http,0,benign,0
h055,2024-03-02 14:00:00,16,5,8,80350,0.754256168851027,0,http,0,benign,0
h056,2024-03-02 14:00:00,7,3,3,18514,0.6902280754147775,0,http,0,benign,0
h057,2024-03-02 14:00:00,12,4,6,36217,0.5914970274980412,0,http,1,benign,0
h058,2024-03-02 14:00:00,7,3,5,45781,0.6644589415116375,0,http,0,benign,0
h059,2024-03-02 14:00:00,1,1,1,1053,0.05534577528789114,0,http,0,benign,0
h000,2024-03-02 15:00:00,1,1,1,550,0.34550551139284036,0,smtp,0,benign,0
h001,2024-03-02 15:00:00,22,5,8,87790,0.6046181672760441,0,http,0,benign,0
h002,2024-03-02 15:00:00,13,4,7,34014,0.564114760237016,0,http,0,benign,0
h003,2024-03-02 15:00:00,8,4,5,15840,0.5264767944187416,0,http,0,benign,0
h004,2024-03-02 15:00:00,11,3,6,78391,0.3673462643218997,0,http,0,benign,0
h005,2024-03-02 15:00:00,6,2,5,26489,0.5705827095320657,0,http,0,benign,0
h006,2024-03-02 15:00:00,12,5,5,24100,0.378116191920554,0,http,0,benign,0
h007,2024-03-02 15:00:00,10,3,5,29297,0.3303090913352057,0,http,0,benign,0
h008,2024-03-02 15:00:00,25,5,8,82187,0.5827921680334252,0,http,0,benign,0
h009,2024-03-02 15:00:00,21,5,7,111269,0.6509311654148517,0,http,0,benign,0
h010,2024-03-02 15:00:00,7,5,3,9103,0.33967931291442527,0,http,0,benign,0
h011,2024-03-02 15:00:00,8,5,5,32666,0.6579602811261422,0,http,0,benign,0
h012,2024-03-02 15:00:00,42,40,30,107685,0.6534874260020386,0,other,0,benign,0
h013,2024-03-02 15:00:00,8,3,5,20080,0.5745803785354587,0,http,0,benign,0
h014,2024-03-02 15:00:00,13,5,7,48907,0.43548838012381375,0,http,0,benign,0
h015,2024-03-02 15:00:00,22,5,8,70078,0.6657939756503158,1,http,0,benign,0
h016,2024-03-02 15:00:00,16,5,5,58843,0.49196908909520365,0,http,0,benign,0
h017,2024-03-02 15:00:00,12,4,5,30621,0.6298125678966584,0,http,0,benign,0
h018,2024-03-02 15:00:00,2,2,1,2982068,26.278630992284718,0,http,0,benign,0
h019,2024-03-02 15:00:00,4,2,1,6220299,22.582512370786553,0,http,1,exfil,1
h020,2024-03-02 15:00:00,22,5,8,52361,0.5426316492168815,0,http,0,benign,0
h021,2024-03-02 15:00:00,2,2,2,18684,0.14203263535107824,0,http,0,benign,0
h022,2024-03-02 15:00:00,5,4,4,34620,0.46631023731955157,0,http,0,benign,0
h023,2024-03-02 15:00:00,15,4,8,56460,0.856100852261712,0,http,0,benign,0
h024,2024-03-02 15:00:00,11,4,6,37551,0.9055668013112818,0,http,0,benign,0
h025,2024-03-02 15:00:00,5,4,5,12860,0.437640999470809,0,http,0,benign,0
h026,2024-03-02 15:00:00,3,2,3,129774,0.9068526390593682,0,http,0,benign,0
h027,2024-03-02 15:00:00,9,4,6,41443,0.761265407766659,0,http,0,benign,0
h028,2024-03-02 15:00:00,42,4,8,171403,0.4392668502364722,1,http,0,benign,0
h029,2024-03-02 15:00:00,10,4,6,19608,0.6855994450715461,0,http,0,benign,0
h030,2024-03-02 15:00:00,3,1,3,3476,0.40914071649961464,0,http,0,benign,0
h031,2024-03-02 15:00:00,3,2,3,6897,0.30721173127945417,0,http,0,benign,0
h032,2024-03-02 15:00:00,14,4,7,49885,0.6187667917822939,0,http,0,benign,0
h033,2024-03-02 15:00:00,25,5,7,58709,0.797947462405538,0,http,0,benign,0
h034,2024-03-02 15:00:00,14,5,7,101126,0.5055344101426134,0,http,0,benign,0
h035,2024-03-02 15:00:00,111,103,75,7047,0.054129991381859824,0,other,1,portscan,1
h036,2024-03-02 15:00:00,39,5,8,168821,0.5535869789551047,0,http,0,benign,0
h037,2024-03-02 15:00:00,18,4,8,84136,1.0070573801382658,1,http,0,benign,0
h038,2024-03-02 15:00:00,33,4,7,144168,0.5288625839054619,0,http,0,benign,0
h039,2024-03-02 15:00:00,7,4,4,13468,0.9993521649073484,1,http,0,benign,0
h040,2024-03-02 15:00:00,20,4,8,46409,0.49873976900233574,1,http,0,benign,0
h041,2024-03-02 15:00:00,11,3,6,60827,0.8136766372891198,0,http,0,benign,0
h042,2024-03-02 15:00:00,6,4,4,9809,0.3331999934918323,0,http,0,benign,0
h043,2024-03-02 15:00:00,36,5,8,110756,0.5922811970776747,0,http,0,benign,0
h044,2024-03-02 15:00:00,1,1,1,9423,0.27870119643998914,0,http,0,benign,0
h045,2024-03-02 15:00:00,9,4,6,31681,0.3882393292724018,0,http,0,benign,0
h046,2024-03-02 15:00:00,3,2,3,13951,1.4946502338190306,0,http,0,benign,0
h047,2024-03-02 15:00:00,13,5,8,26716,0.6494949917563276,0,http,0,benign,0
h048,2024-03-02 15:00:00,2,1,2,4436,0.157120542745805,0,dns,0,benign,0
h049,2024-03-02 15:00:00,30,4,8,85468,0.5006841845056341,0,http,0,benign,0
h050,2024-03-02 15:00:00,10,4,6,46484,0.4379636925539062,0,http,0,benign,0
h051,2024-03-02 15:00:00,3,3,3,4912,0.3713141734535168,0,http,0,benign,0
h052,2024-03-02 15:00:00,37,5,8,273239,0.4700299041259282,0,http,0,benign,0
h053,2024-03-02 15:00:00,9,4,6,51575,0.7730683880114386,0,http,0,benign,0
h054,2024-03-02 15:00:00,4,3,3,6499,0.2075669347716353,0,http,0,benign,0
h055,2024-03-02 15:00:00,8,3,6,16830,0.5278365910103984,0,http,0,benign,0
h056,2024-03-02 15:00:00,32,4,8,76200,0.5002374758765863,0,http,0,benign,0
h057,2024-03-02 15:00:00,30,5,8,138532,0.6650985353272983,0,http,0,benign,0
h058,2024-03-02 15:00:00,8,4,5,35377,1.4312131582224936,0,http,0,benign,0
h059,2024-03-02 15:00:00,6,2,1,5743556,18.23911114360959,0,http,1,exfil,1
h000,2024-03-02 16:00:00,59,57,37,4005,0.04660041940778749,0,other,0,benign,0
h001,2024-03-02 16:00:00,1,1,1,719,0.16623112497878376,0,http,0,benign,0
h002,2024-03-02 16:00:00,6,3,4,33990,0.7314688023760206,0,http,0,benign,0
h003,2024-03-02 16:00:00,40,5,8,144569,0.7841351722393397,0,http,0,benign,0
h004,2024-03-02 16:00:00,9,3,6,90056,0.45139102788668833,0,dns,0,benign,0
h005,2024-03-02 16:00:00,15,5,8,33097,0.7878389962398429,0,http,0,benign,0
h006,2024-03-02 16:00:00,3,3,3,3988,0.4154618198631958,0,http,0,benign,0
h007,2024-03-02 16:00:00,24,5,7,77414,0.597268058019552,2,http,0,benign,0
h008,2024-03-02 16:00:00,5,2,4,30269,0.35814288442702313,1,http,0,benign,0
h009,2024-03-02 16:00:00,31,5,8,185586,0.845086902284295,0,http,0,benign,0
h010,2024-03-02 16:00:00,25,5,8,91700,0.6057587048266035,0,http,0,benign,0
h011,2024-03-02 16:00:00,20,5,8,170627,0.46846710532120966,0,http,0,benign,0
h012,2024-03-02 16:00:00,33,5,8,147984,0.6072298994870182,0,http,0,benign,0
h013,2024-03-02 16:00:00,17,5,7,105102,0.5670164867789824,0,dns,0,benign,0
h014,2024-03-02 16:00:00,6,3,4,22587,0.31913843452460594,0,http,0,benign,0
h015,2024-03-02 16:00:00,60,57,33,196645,0.48910633060439346,0,other,0,benign,0
h016,2024-03-02 16:00:00,4,2,1,1831645,36.97038632204787,0,http,1,exfil,1
h017,2024-03-02 16:00:00,21,5,7,61649,0.5337936099035298,0,http,0,benign,0
h018,2024-03-02 16:00:00,65,1,3,10839,0.24627607559312772,57,ssh,1,bruteforce,1
h019,2024-03-02 16:00:00,4,1,4,4894,0.44859135576359854,0,http,0,benign,0
h020,2024-03-02 16:00:00,3,3,3,19070,0.5773296924225345,0,http,0,benign,0
h021,2024-03-02 16:00:00,15,5,7,45989,0.40731905031370014,0,http,0,benign,0
h022,2024-03-02 16:00:00,30,3,8,88332,0.6799546411761459,0,http,0,benign,0
h023,2024-03-02 16:00:00,16,5,7,59560,0.6344726432580124,1,http,0,benign,0
h024,2024-03-02 16:00:00,3,3,3,3809,1.4689917528959047,0,dns,0,benign,0
h025,2024-03-02 16:00:00,21,4,8,110480,0.6354031804431417,0,http,0,benign,0
h026,2024-03-02 16:00:00,36,5,8,277486,0.5323735271990411,1,http,0,benign,0
h027,2024-03-02 16:00:00,32,4,8,146151,0.8962061924149352,0,http,0,benign,0
h028,2024-03-02 16:00:00,9,5,6,24197,0.3988933030156778,0,http,0,benign,0
h029,2024-03-02 16:00:00,9,4,6,36742,0.7261052195696376,0,http,0,benign,0
h030,2024-03-02 16:00:00,7,2,2,2223224,13.430154341968409,0,ssh,0,benign,0
h031,2024-03-02 16:00:00,13,5,7,66962,0.7996988663667612,0,http,0,benign,0
h032,2024-03-02 16:00:00,6,3,5,11729,0.6231743602731669,0,http,0,benign,0
h033,2024-03-02 16:00:00,2,1,1,425291,11.739183409447882,0,ssh,0,benign,0
h034,2024-03-02 16:00:00,12,4,5,20192,0.4604984740472668,0,http,0,benign,0
h035,2024-03-02 16:00:00,49,45,32,164273,0.4414883787969472,0,other,0,benign,0
h036,2024-03-02 16:00:00,13,4,7,62350,0.7136867084277065,0,http,0,benign,0
h037,2024-03-02 16:00:00,5,3,4,7289,0.47365593702241926,0,http,0,benign,0
h038,2024-03-02 16:00:00,13,5,7,86245,0.3577479582114538,0,http,0,benign,0
h039,2024-03-02 16:00:00,17,5,6,56203,1.0348845556495854,0,http,0,benign,0
h040,2024-03-02 16:00:00,14,4,7,42079,0.7963577329574792,0,http,0,benign,0
h041,2024-03-02 16:00:00,7,3,6,15890,0.6685420629645842,0,http,0,benign,0
h042,2024-03-02 16:00:00,11,4,6,34151,0.495778995470825,1,http,0,benign,0
h043,2024-03-02 16:00:00,11,3,6,61478,0.4036657109205794,0,http,0,benign,0
h044,2024-03-02 16:00:00,14,3,7,106030,0.42938270260159944,0,http,0,benign,0
h045,2024-03-02 16:00:00,5,3,3,12293,0.43946027234568064,0,http,0,benign,0
h046,2024-03-02 16:00:00,23,5,8,76838,0.5393092410519411,1,http,0,benign,0
h047,2024-03-02 16:00:00,22,4,8,106132,0.5186915523062795,0,http,0,benign,0
h048,2024-03-02 16:00:00,15,3,8,47506,0.45422401550718194,0,http,0,benign,0
h049,2024-03-02 16:00:00,9,4,7,12324,0.6369178471579383,0,http,0,benign,0
h050,2024-03-02 16:00:00,18,5,7,84966,0.5167572463160799,0,http,0,benign,0
h051,2024-03-02 16:00:00,12,5,6,86364,0.35486894637007804,0,http,0,benign,0
h052,2024-03-02 16:00:00,11,5,5,65925,0.6831431381421902,0,http,0,benign,0
h053,2024-03-02 16:00:00,11,3,6,37835,1.2069413590851046,1,http,0,benign,0
h054,2024-03-02 16:00:00,9,3,6,20519,0.8647518993598745,0,http,0,benign,0
h055,2024-03-02 16:00:00,25,5,7,63046,0.5737231713062445,0,http,1,benign,0
h056,2024-03-02 16:00:00,22,4,7,76781,0.5393429777962314,0,http,0,benign,0
h057,2024-03-02 16:00:00,16,2,8,46332,0.44049092890674246,0,http,0,benign,0
h058,2024-03-02 16:00:00,15,3,6,81124,0.4606125578600545,0,http,0,benign,0
h059,2024-03-02 16:00:00,9,4,5,78368,0.46178874033533623,0,http,0,benign,0
h000,2024-03-02 17:00:00,6,3,5,18596,1.0755176150268695,0,http,0,benign,0
h001,2024-03-02 17:00:00,32,5,8,122347,0.9404260213259673,1,http,0,benign,0
h002,2024-03-02 17:00:00,4,3,3,4348,0.4166123702619783,0,http,0,benign,0
h003,2024-03-02 17:00:00,14,5,7,77177,0.6768717274249166,1,http,0,benign,0
h004,2024-03-02 17:00:00,10,5,6,17635,0.6855091624237138,0,http,0,benign,0
h005,2024-03-02 17:00:00,2,2,2,5657,0.5288780120026663,0,http,0,benign,0
h006,2024-03-02 17:00:00,9,4,6,71754,1.0319638560985187,0,http,0,benign,0
h007,2024-03-02 17:00:00,8,4,4,75015,0.4422831006453035,0,http,0,benign,0
